업소아이디,업소명,분류코드,분류코드명,업소 주소,업소 전화번호,추천수,상품명,상품가격(일반)(원)
7852,신성김밥,1,한식,서울특별시 송파구 백제고분로22길 28 (삼전동 칸스빌),420-9563,3,물냉면,4000
7852,신성김밥,1,한식,서울특별시 송파구 백제고분로22길 28 (삼전동 칸스빌),420-9563,3,조리라면,2500
7845,포청천,2,중식,서울특별시 송파구 백제고분로41길 43-15 (송파동),3432-5585,3,자장면,4000
7845,포청천,2,중식,서울특별시 송파구 백제고분로41길 43-15 (송파동),3432-5585,3,짬뽕,4500
8020,서울숯불갈비,1,한식,서울특별시 성북구 정릉로29길 8 (정릉동),912-1902,3,돼지갈비(200g),10000
8020,서울숯불갈비,1,한식,서울특별시 성북구 정릉로29길 8 (정릉동),912-1902,3,부대찌개,5000
8021,정릉갈비,1,한식,서울특별시 성북구 정릉로38길 8 (정릉동),916-9466,3,돼지갈비(250g),10000
8021,정릉갈비,1,한식,서울특별시 성북구 정릉로38길 8 (정릉동),916-9466,3,돼지갈비찜,6000
8021,정릉갈비,1,한식,서울특별시 성북구 정릉로38길 8 (정릉동),916-9466,3,묵은지찜,6000
8021,정릉갈비,1,한식,서울특별시 성북구 정릉로38길 8 (정릉동),916-9466,3,삼겹살(200g),11000
8178,유창숯불갈비,1,한식,서울특별시 관악구 은천로23길 14 (봉천동 유창빌),883-5759,3,김치찌개,5000
8178,유창숯불갈비,1,한식,서울특별시 관악구 은천로23길 14 (봉천동 유창빌),883-5759,3,된장찌개,4000
8069,분식나라,1,한식,서울특별시 중랑구 동일로140길 25 (중화동),2209-2833,3,김치찌개,5000
8057,한분식,1,한식,서울특별시 서대문구 홍연2길 2 (연희동),335-6712,3,된장찌개백반,5000
8123,옛고향,1,한식,서울특별시 서대문구 모래내로 350 (홍은동),02-394-7681,3,쇠고기(200g 국내산),25000
8178,유창숯불갈비,1,한식,서울특별시 관악구 은천로23길 14 (봉천동 유창빌),883-5759,3,삼겹살(200g),9000
8175,유성짬뽕,2,중식,서울특별시 송파구 거마로22길 35 (마천동),443-6692,3,짜장면,4000
8175,유성짬뽕,2,중식,서울특별시 송파구 거마로22길 35 (마천동),443-6692,3,짬뽕,5000
8175,유성짬뽕,2,중식,서울특별시 송파구 거마로22길 35 (마천동),443-6692,3,탕수육(중),15000
8571,조아루,2,중식,서울특별시 중구 퇴계로 114-2 (회현동3가),02-779-7897,3,자장면,4500
8571,조아루,2,중식,서울특별시 중구 퇴계로 114-2 (회현동3가),02-779-7897,3,짬뽕,5500
8173,국일관,1,한식,서울특별시 송파구 마천로 345-1 (마천동),406-0451,3,된장찌개 ,5000
8170,돈구워돈,1,한식,서울특별시 송파구 오금로 532 (거여동),401-6363,3,삼겹살(독일/170g),7000
8165,차밍미용실,5,이 미용업,서울특별시 송파구 성내천로20길 18 (거여동),400-6512,3,컷트,7000
8165,차밍미용실,5,이 미용업,서울특별시 송파구 성내천로20길 18 (거여동),400-6512,3,파마 ,20000
8127,영화반점,2,중식,서울특별시 서대문구 북아현로2길 5 (북아현동),02-362-0567,3,탕수육,13000
8579,은헤어,5,이 미용업,서울특별시 성동구 금호산길 57 (금호동2가),02-2234-7262,3,커트,5000
8579,은헤어,5,이 미용업,서울특별시 성동구 금호산길 57 (금호동2가),02-2234-7262,3,파마,20000
8234,엠스타일,5,이 미용업,서울특별시 노원구 동일로 1551 (상계동),02-952-0539,3,이용료,8000
8578,주노헤어숍,5,이 미용업,서울특별시 성동구 왕십리로24길 13-1 (도선동),02-2298-3546,3,커트,8000
8578,주노헤어숍,5,이 미용업,서울특별시 성동구 왕십리로24길 13-1 (도선동),02-2298-3546,3,파마,25000
8575,용짜장,2,중식,서울특별시 성동구 아차산로7길 28 (성수동2가),02-3409-5679,3,자장면,3500
8575,용짜장,2,중식,서울특별시 성동구 아차산로7길 28 (성수동2가),02-3409-5679,3,짬뽕,5000
8575,용짜장,2,중식,서울특별시 성동구 아차산로7길 28 (성수동2가),02-3409-5679,3,탕수육,10000
8228,세탁편의점,7,세탁업,"서울특별시 노원구	한글비석로444(교립프라자 1층) (상계동)",02-3391-4459,3,양복세탁,5000
8224,브랜드특수크리닝 가죽전문점,7,세탁업,서울특별시 노원구 섬밭로 263 1층 4호 (중계동),02-979-5474,3,양복세탁,5000
8449,향나무집,1,한식,서울특별시 강남구 봉은사로111길 7 (삼성동),02-511-3061,3,동태탕,7000
8615,송주불냉면,1,한식,서울특별시 강서구 방화동로 49  (방화동) ,02-2662-5509,3,냉면,4000
8615,송주불냉면,1,한식,서울특별시 강서구 방화동로 49  (방화동) ,02-2662-5509,3,칼국수,4000
8224,브랜드특수크리닝 가죽전문점,7,세탁업,서울특별시 노원구 섬밭로 263 1층 4호 (중계동),02-979-5474,3,의복수선,3000
8045,에덴미용실,5,이 미용업,서울특별시 광진구 자양로36길 11-1 (구의동),3436-1525,3,미용료(커트),5000
8449,향나무집,1,한식,서울특별시 강남구 봉은사로111길 7 (삼성동),02-511-3061,3,김치찌개,6000
8449,향나무집,1,한식,서울특별시 강남구 봉은사로111길 7 (삼성동),02-511-3061,3,순두부,6000
8403,청송숯불화로구이,1,한식,서울특별시 강남구 언주로114길 17 (논현동),02-549-3739,3,돼지갈비(300g),18000
8414,지리산,1,한식,서울특별시 강남구 학동로43길 7 (논현동),02-546-3127,3,닭곰탕,7000
8414,지리산,1,한식,서울특별시 강남구 학동로43길 7 (논현동),02-546-3127,3,돌솥제육볶음,7000
8721,마시차이나,2,중식,서울특별시 노원구 동일로217길 58 (상계동),02-3392-1134,3,짜장면,4000
8467,대치동영지,1,한식,서울특별시 강남구 삼성로 212 (대치동 은마아파트),02-565-1114,3,해물칼국수,7000
8076,솔잎식당,1,한식,서울특별시 마포구 마포대로4길 46 (도화동),717-2044,3,김치찌개,6000
8417,해남식당,1,한식,서울특별시 강남구 학동로 609 (청담동 청담삼익아파트) 4호,02-543-9660,3,김치찌개,7000
8417,해남식당,1,한식,서울특별시 강남구 학동로 609 (청담동 청담삼익아파트) 4호,02-543-9660,3,된장찌개,6000
8417,해남식당,1,한식,서울특별시 강남구 학동로 609 (청담동 청담삼익아파트) 4호,02-543-9660,3,비빔밥,6000
8214,빨리셀프크리닝,7,세탁업,서울특별시 관악구 신림로 224 (신림동),872-8253,3,세탁료(바지),2000
8373,송백식당,1,한식,서울특별시 영등포구 당산로38길 15 (당산동4가),02-2632-5080,3,김치찌개,6000
8373,송백식당,1,한식,서울특별시 영등포구 당산로38길 15 (당산동4가),02-2632-5080,3,된장찌개,6000
8661,우성숯불갈비,1,한식,서울특별시 송파구 백제고분로17길 56 (잠실동),416-9600,3,돼지갈비(국내산/250g),11000
8661,우성숯불갈비,1,한식,서울특별시 송파구 백제고분로17길 56 (잠실동),416-9600,3,물냉면,4000
7648,예가원,1,한식,서울특별시 영등포구 영신로32길 32 (영등포동4가),02-2675-6963,3,돼지갈비(300g),16000
8654,현대세탁소,7,세탁업,서울특별시 영등포구 신풍로25가길 11 (신길동),02-832-1357,3,세탁료(신사복 1벌),5000
7661,진국설렁탕,1,한식,서울특별시 영등포구 당산로46길 1 (당산동6가),02-2672-1666,3,설렁탕,7000
8904,진아보석사우나,6,목욕업,서울특별시 광진구 자양로15길 109 (자양동),457-3355,3,목욕료,6000
8644,정원고기마을,1,한식,서울특별시 영등포구 가마산로 455 (신길동) 2층,02-836-8878,3,갈비탕,6000
8626,은지헤어,5,이 미용업,서울특별시 송파구 동남로6길 11 (문정동),419-5658,3,미용료(커트),10000
8626,은지헤어,5,이 미용업,서울특별시 송파구 동남로6길 11 (문정동),419-5658,3,미용료(파마),30000
8621,마포숯불갈비,1,한식,서울특별시 송파구 성내천로 223 (마천동),430-9757,3,돼지갈비(국내산/250g),12000
8904,진아보석사우나,6,목욕업,서울특별시 광진구 자양로15길 109 (자양동),457-3355,3,찜질방이용료,7000
8621,마포숯불갈비,1,한식,서울특별시 송파구 성내천로 223 (마천동),430-9757,3,물냉면,5000
8728,공새미김밥,1,한식,서울특별시 광진구 뚝섬로58길 19 (자양동),455-8178,3,돈까스,5000
8072,한아름분식,1,한식,서울특별시 광진구 군자로 159 (군자동),469-2535,3,김치찌개,4500
8045,에덴미용실,5,이 미용업,서울특별시 광진구 자양로36길 11-1 (구의동),3436-1525,3,미용료(파마),20000
8721,마시차이나,2,중식,서울특별시 노원구 동일로217길 58 (상계동),02-3392-1134,3,짬뽕,5000
8072,한아름분식,1,한식,서울특별시 광진구 군자로 159 (군자동),469-2535,3,된장찌개,4500
8043,영화속의 김밥이야기,1,한식,서울특별시 광진구 자양로 173 (구의동),444-5005,3,김밥,2000
8043,영화속의 김밥이야기,1,한식,서울특별시 광진구 자양로 173 (구의동),444-5005,3,돈가스,6000
8043,영화속의 김밥이야기,1,한식,서울특별시 광진구 자양로 173 (구의동),444-5005,3,라면,2500
8619,전영숙헤어샵,5,이 미용업,서울특별시 송파구 거마로20길 23 (마천동),431-3689,3,미용료(커트),10000
8483,수미정,1,한식,서울특별시 강남구 강남대로84길 33 (역삼동),02-2050-0099,3,된장찌개,6000
8483,수미정,1,한식,서울특별시 강남구 강남대로84길 33 (역삼동),02-2050-0099,3,비빔밥,6000
8619,전영숙헤어샵,5,이 미용업,서울특별시 송파구 거마로20길 23 (마천동),431-3689,3,미용료(파마),30000
8604,미스터미용실,5,이 미용업,서울특별시 강동구 천호대로162길 53 (성내동),02-473-9374,3,커트,7000
8604,미스터미용실,5,이 미용업,서울특별시 강동구 천호대로162길 53 (성내동),02-473-9374,3,파마,20000
8484,고등어식당,1,한식,서울특별시 강남구 강남대로84길 33 (역삼동),02-2050-0095,3,고등어조림,7000
8484,고등어식당,1,한식,서울특별시 강남구 강남대로84길 33 (역삼동),02-2050-0095,3,김치찌개,6000
8484,고등어식당,1,한식,서울특별시 강남구 강남대로84길 33 (역삼동),02-2050-0095,3,된장찌개,6000
8586,복지이발,5,이 미용업,서울특별시 동대문구 홍릉로5길 7 (청량리동),966-7828,3,염색,6000
8586,복지이발,5,이 미용업,서울특별시 동대문구 홍릉로5길 7 (청량리동),966-7828,3,커트,5000
8558,맛고을갈비찜,1,한식,서울특별시 동대문구 경동시장로10길 57 (제기동),960-1717,3,매운갈비찜,10000
8558,맛고을갈비찜,1,한식,서울특별시 동대문구 경동시장로10길 57 (제기동),960-1717,3,생선구이,5000
8390,금복식당,1,한식,서울특별시 동대문구 안암로20길 16 (제기동),923-7844,3,김치찌개,4000
8390,금복식당,1,한식,서울특별시 동대문구 안암로20길 16 (제기동),923-7844,3,칼국수,4000
8214,빨리셀프크리닝,7,세탁업,서울특별시 관악구 신림로 224 (신림동),872-8253,3,세탁료(양복1벌),3900
8061,동현세탁,7,세탁업,서울특별시 광진구 뚝섬로52라길 65 (자양동),458-6268,3,양복세탁료,6000
8061,동현세탁,7,세탁업,서울특별시 광진구 뚝섬로52라길 65 (자양동),458-6268,3,의복수선료,3000
8044,제이필헤어,5,이 미용업,서울특별시 광진구 자양로 183 (구의동),3437-4063,3,미용료(커트),10000
8044,제이필헤어,5,이 미용업,서울특별시 광진구 자양로 183 (구의동),3437-4063,3,미용료(파마),30000
8137,송림정,1,한식,서울특별시 관악구 은천로 36 (봉천동),878-7777,3,삼겹살(200g),9000
8415,청계산갈비살,1,한식,서울특별시 강남구 학동로45길 7 (논현동),02-543-2198,3,돼지갈비(250g),16000
8800,포도나무,1,한식,서울특별시 중랑구 용마산로 338 (면목동),493-3336,3,비빔밥,4000
8851,할범탕수육,1,한식,서울특별시 양천구 목동중앙북로 15 (목동),2652-0883,3,국수,1000
8851,할범탕수육,1,한식,서울특별시 양천구 목동중앙북로 15 (목동),2652-0883,3,떡볶이 ,2000
8851,할범탕수육,1,한식,서울특별시 양천구 목동중앙북로 15 (목동),2652-0883,3,탕수육,2000
8818,돈스우스,1,한식,서울특별시 양천구 월정로 157 (신월동),2608-5015,3,삼겹살생고기(200g),7000
8818,돈스우스,1,한식,서울특별시 양천구 월정로 157 (신월동),2608-5015,3,쇠고기 스페셜모듬(450g),23000
8818,돈스우스,1,한식,서울특별시 양천구 월정로 157 (신월동),2608-5015,3,제주생오겹살(200g),9000
8816,머리못하는집 목동 89호점,5,이 미용업,서울특별시 양천구 목동동로12길 11 (목동),2646-3693,3,일반펌,14500
8816,머리못하는집 목동 89호점,5,이 미용업,서울특별시 양천구 목동동로12길 11 (목동),2646-3693,3,커트,6000
8998,양철집,1,한식,서울특별시 강남구 언주로153길 16 (신사동) 1층,02-542-6689,3,누룽지정식,7000
8998,양철집,1,한식,서울특별시 강남구 언주로153길 16 (신사동) 1층,02-542-6689,3,된장찌개,7000
8213,다리목,1,한식,서울특별시 관악구 신림로58가길 7 (신림동),877-4369,3,김치찌개,5500
8213,다리목,1,한식,서울특별시 관악구 신림로58가길 7 (신림동),877-4369,3,된장찌개,5000
8213,다리목,1,한식,서울특별시 관악구 신림로58가길 7 (신림동),877-4369,3,비빔밥,5000
8998,양철집,1,한식,서울특별시 강남구 언주로153길 16 (신사동) 1층,02-542-6689,3,순두부찌개,7000
8507,우리생고기,1,한식,서울특별시 강남구 개포로82길 13-17(개포2동),02-577-7740,3,청국장,6000
8287,복지이발관,5,이 미용업,서울특별시 구로구 고척로27길 115 (개봉동),없음,3,이용료(커트),6000
8345,24시헤어샵,5,이 미용업,서울특별시 구로구 도림로10길 31-1 (구로동),없음,3,커트,3000
8345,24시헤어샵,5,이 미용업,서울특별시 구로구 도림로10길 31-1 (구로동),없음,3,파마,15000
8267,우리식당,1,한식,서울특별시 구로구 중앙로3길 50 지하 (고척동),02-2612-5559,3,김치찌개,5000
8267,우리식당,1,한식,서울특별시 구로구 중앙로3길 50 지하 (고척동),02-2612-5559,3,된장찌개백반,5000
8077,난짜장 넌짬뽕,2,중식,서울특별시 도봉구 도봉로 153길 26 (도봉동),02-956-0073,3,자장면,2500
8066,이도희머리방,5,이 미용업,서울특별시 광진구 아차산로36길 39 (자양동 자양7차우성아파트),446-9924,3,미용료(커트),5000
8599,중화요리일품,2,중식,서울특별시 강남구 테헤란로 322 (역삼동),,3,자장면,4000
8599,중화요리일품,2,중식,서울특별시 강남구 테헤란로 322 (역삼동),,3,짬뽕,5000
8599,중화요리일품,2,중식,서울특별시 강남구 테헤란로 322 (역삼동),,3,볶음밥,5000
8485,바우골화로구이,1,한식,서울특별시 강남구 강남대로92길 29 (역삼동),20-568-6721,3,생갈매기살(180g),13000
8485,바우골화로구이,1,한식,서울특별시 강남구 강남대로92길 29 (역삼동),20-568-6721,3,생삼겹살(180g),13000
8485,바우골화로구이,1,한식,서울특별시 강남구 강남대로92길 29 (역삼동),20-568-6721,3,양념돼지왕갈비(250g),14000
8005,은혜김밥,1,한식,서울특별시 은평구 역말로9길 41 (대조동),02-359-0262,3,김치찌개,6000
8005,은혜김밥,1,한식,서울특별시 은평구 역말로9길 41 (대조동),02-359-0262,3,된장찌개,6000
8299,꽃님미용실,5,이 미용업,서울특별시 구로구 개봉로3길 50 (개봉동),02-2685-3465,3,커트,6000
8299,꽃님미용실,5,이 미용업,서울특별시 구로구 개봉로3길 50 (개봉동),02-2685-3465,3,파마,20000
8297,삼환미용실,5,이 미용업,서울특별시 구로구 고척로21나길 91 (개봉동),02-2689-4635,3,커트,5000
8297,삼환미용실,5,이 미용업,서울특별시 구로구 고척로21나길 91 (개봉동),02-2689-4635,3,파마,15000
8295,닷컴분식,1,한식,서울특별시 구로구 남부순환로97길 20-6 (개봉동),02-2616-4048,3,김치찌개,5000
8295,닷컴분식,1,한식,서울특별시 구로구 남부순환로97길 20-6 (개봉동),02-2616-4048,3,잔치국수,4000
8295,닷컴분식,1,한식,서울특별시 구로구 남부순환로97길 20-6 (개봉동),02-2616-4048,3,칼국수,5000
8285,효성이발관,5,이 미용업,서울특별시 구로구 고척로27길 62 (개봉동),02-2615-2371,3,이용료(커트),6000
8277,미미미용실,5,이 미용업,서울특별시 구로구 고척로31길 4 (고척동),02-2615-5346,3,커트,7000
8277,미미미용실,5,이 미용업,서울특별시 구로구 고척로31길 4 (고척동),02-2615-5346,3,퍼머,20000
8260,성원이용원,5,이 미용업,서울특별시 구로구 구로동로7길 7 (가리봉동),02-861-0663,3,이용원(커트),6000
8258,수정이발관,5,이 미용업,서울특별시 구로구 구로동로 13 (가리봉동),02-857-1804,3,이용료(커트),6000
8380,소달구지,1,한식,서울특별시 중구 퇴계로4길 28 (회현동1가),02-755-1585,3,청국장,6000
8658,남성헤어클럽,5,이 미용업,서울특별시 영등포구 디지털로 397 (대림1동),02-847-3945,3,이용료(성인커트),5000
8191,제주토종흑돼지,1,한식,서울특별시 관악구 남현1길 68-14 (남현동),583-9250,3,제주흑돼지(180g) 오겹살,13000
8191,제주토종흑돼지,1,한식,서울특별시 관악구 남현1길 68-14 (남현동),583-9250,3,제주흑돼지(180g) 전지,12000
8091,일심해장국,1,한식,서울특별시 도봉구 방학로 204 (방학동),02-956-7027,3,김치찌개,5500
8091,일심해장국,1,한식,서울특별시 도봉구 방학로 204 (방학동),02-956-7027,3,돌솥비빕밥,5000
8091,일심해장국,1,한식,서울특별시 도봉구 방학로 204 (방학동),02-956-7027,3,해장국,4300
8083,돈애우,1,한식,서울특별시 도봉구 도당로 81 (방학동),02-3491-9279,3,볏짚칼삼겹(캐나다산180g),7000
8083,돈애우,1,한식,서울특별시 도봉구 도당로 81 (방학동),02-3491-9279,3,숯불생삼겹(캐나다산180g),7500
8378,코너집,1,한식,서울특별시 중구 장충단로 229 (광희동1가),02-2279-6266,3,소고기국밥,6000
8378,코너집,1,한식,서울특별시 중구 장충단로 229 (광희동1가),02-2279-6266,3,된장찌개,6000
8606,영자씨우동김밥,1,한식,서울특별시 중구 마른내로 15-1 (저동2가),2272-9791,3,우동,4000
8606,영자씨우동김밥,1,한식,서울특별시 중구 마른내로 15-1 (저동2가),2272-9791,3,김밥,2000
8410,영동원삼겹살,1,한식,서울특별시 강남구 강남대로 520 (논현동),02-541-5090,3,삼겹살(150g),5500
8410,영동원삼겹살,1,한식,서울특별시 강남구 강남대로 520 (논현동),02-541-5090,3,생오겹살(150g),7500
8383,다동분식,1,한식,서울특별시 중구 남대문로9길 16 (다동),02-755-7414,3,김치찌개,6000
8383,다동분식,1,한식,서울특별시 중구 남대문로9길 16 (다동),02-755-7414,3,된장찌개,6000
8453,제일식당,1,한식,서울특별시 강남구 남부순환로 2921 (대치동),02-568-9367,3,김치찌개,5000
8314,명가분식,1,한식,서울특별시 구로구 오류로8길 85 (오류동),02-2682-0384,3,김치찌개,5000
8314,명가분식,1,한식,서울특별시 구로구 오류로8길 85 (오류동),02-2682-0384,3,된장찌개백반,4500
8314,명가분식,1,한식,서울특별시 구로구 오류로8길 85 (오류동),02-2682-0384,3,비빔밥,4500
8312,김밥만두집,1,한식,서울특별시 구로구 오류로8나길 8 (오류동 미성아트빌라),02-2617-8550,3,김치찌개,4000
8312,김밥만두집,1,한식,서울특별시 구로구 오류로8나길 8 (오류동 미성아트빌라),02-2617-8550,3,된장찌개,4000
8312,김밥만두집,1,한식,서울특별시 구로구 오류로8나길 8 (오류동 미성아트빌라),02-2617-8550,3,칼국수,3500
8300,소망미용실,5,이 미용업,서울특별시 구로구 개봉로1나길 16 (개봉동),02-2613-5428,3,커트,5000
8300,소망미용실,5,이 미용업,서울특별시 구로구 개봉로1나길 16 (개봉동),02-2613-5428,3,파마,15000
8294,옛날짜장(중화각),2,중식,서울특별시 구로구 고척로22길 58 (개봉동),02-2618-3039,3,자장면,3000
8453,제일식당,1,한식,서울특별시 강남구 남부순환로 2921 (대치동),02-568-9367,3,비빔밥,5000
8294,옛날짜장(중화각),2,중식,서울특별시 구로구 고척로22길 58 (개봉동),02-2618-3039,3,탕수육,11000
8389,오케이식당,1,한식,서울특별시 동대문구 장한로18길 36 (장안동),2213-3671,3,칼국수,4000
8451,청실식당,1,한식,서울특별시 강남구 남부순환로 2917 (대치동),02-568-3692,3,김치찌개,6000
8451,청실식당,1,한식,서울특별시 강남구 남부순환로 2917 (대치동),02-568-3692,3,제육볶음,6000
8656,평화이발관,5,이 미용업,서울특별시 영등포구 당산로31길 22-2 (당산동3가),02-2679-5451,3,이용료(성인커트),8000
8649,연경궁,2,중식,서울특별시 영등포구 국회대로30길 14 (당산동3가),02-2679-3569,3,자장면,4500
8451,청실식당,1,한식,서울특별시 강남구 남부순환로 2917 (대치동),02-568-3692,3,청국장,6000
8209,다정이모네,1,한식,서울특별시 관악구 신원로 3 (신림동),865-0218,3,동태탕,6000
7972,콩나물국밥,1,한식,서울특별시 종로구 자하문로 3 (내자동),738-8223,3,순두부찌개,5000
7972,콩나물국밥,1,한식,서울특별시 종로구 자하문로 3 (내자동),738-8223,3,참치김치찌개,5000
7972,콩나물국밥,1,한식,서울특별시 종로구 자하문로 3 (내자동),738-8223,3,만두국,5000
8209,다정이모네,1,한식,서울특별시 관악구 신원로 3 (신림동),865-0218,3,된장찌개,5000
8209,다정이모네,1,한식,서울특별시 관악구 신원로 3 (신림동),865-0218,3,비빔밥,5000
8209,다정이모네,1,한식,서울특별시 관악구 신원로 3 (신림동),865-0218,3,순대국(국산),5000
8209,다정이모네,1,한식,서울특별시 관악구 신원로 3 (신림동),865-0218,3,청국장,6000
8209,다정이모네,1,한식,서울특별시 관악구 신원로 3 (신림동),865-0218,3,제육볶음,6000
8281,개봉분식,4,기타외식업(다방패스트푸드등),서울특별시 구로구 고척로21나길 65 (개봉동),02-2625-9465,3,냉면(물),3000
7972,콩나물국밥,1,한식,서울특별시 종로구 자하문로 3 (내자동),738-8223,3,콩나물국밥,5000
8281,개봉분식,4,기타외식업(다방패스트푸드등),서울특별시 구로구 고척로21나길 65 (개봉동),02-2625-9465,3,칼국수,3000
8209,다정이모네,1,한식,서울특별시 관악구 신원로 3 (신림동),865-0218,3,청국장,6000
8646,순미식당,1,한식,서울특별시 영등포구 대방천로 188 (신길동),02-832-7436,3,김치찌개,5000
8646,순미식당,1,한식,서울특별시 영등포구 대방천로 188 (신길동),02-832-7436,3,된장찌개,5000
8646,순미식당,1,한식,서울특별시 영등포구 대방천로 188 (신길동),02-832-7436,3,생삼겹살(200g),12000
7681,다솜한식전문,1,한식,서울특별시 영등포구 가마산로 338 (대림동),02-845-3212,3,된장찌개 백반,6000
7669,그린헤어샵,5,이 미용업,서울특별시 영등포구 영등포로9길 22-1 (양평동1가),02-2631-7250,3,미용료(커트),7000
7669,그린헤어샵,5,이 미용업,서울특별시 영등포구 영등포로9길 22-1 (양평동1가),02-2631-7250,3,미용료(파마),25000
7657,지리산명가,1,한식,서울특별시 영등포구 여의나루로 67 (여의도동),02-761-1493,3,비빔밥,7000
8508,장독묵은지,1,한식,서울특별시 강남구 삼성로 38 (개포동),02-445-1444,3,묵은지고등어찜,6000
8478,육판장,1,한식,서울특별시 강남구 삼성로 155 (대치동),02-564-6254,3,차돌된장찌개,6000
8478,육판장,1,한식,서울특별시 강남구 삼성로 155 (대치동),02-564-6254,3,비빔밥,6000
8524,다복콩비지,1,한식,서울특별시 강남구 개포로22길 31 (개포동),02-573-2057,3,된장찌개,6000
8524,다복콩비지,1,한식,서울특별시 강남구 개포로22길 31 (개포동),02-573-2057,3,순두부찌개,6000
8524,다복콩비지,1,한식,서울특별시 강남구 개포로22길 31 (개포동),02-573-2057,3,오리로스(400g 반마리),20000
8508,장독묵은지,1,한식,서울특별시 강남구 삼성로 38 (개포동),02-445-1444,3,묵은지돼지찜,6000
8508,장독묵은지,1,한식,서울특별시 강남구 삼성로 38 (개포동),02-445-1444,3,묵은지삼겹살(200g),9900
8446,시골청국장,1,한식,서울특별시 강남구 학동로 504 (삼성동) 서울빌딩 101,02-548-0171,3,청국장,7000
8446,시골청국장,1,한식,서울특별시 강남구 학동로 504 (삼성동) 서울빌딩 101,02-548-0171,3,된장찌개,6000
8446,시골청국장,1,한식,서울특별시 강남구 학동로 504 (삼성동) 서울빌딩 101,02-548-0171,3,비빔밥,6000
8308,화신이발관,5,이 미용업,서울특별시 구로구 고척로3길 20 (오류동),02-2681-0977,3,이용료(커트),6000
8657,역전이용소,5,이 미용업,서울특별시 영등포구 여의대방로59길 36 (신길동),02-843-5172,3,이용료(성인커트),6000
8657,역전이용소,5,이 미용업,서울특별시 영등포구 여의대방로59길 36 (신길동),02-843-5172,3,초중고생 커트,6000
8647,미각,1,한식,서울특별시 영등포구 가마산로90길 4 (신길동),02-822-5822,3,된장찌개,6000
8617,이혜경롤앤컷,5,이 미용업,서울특별시 송파구 성내천로 222 (마천동),3012-3824,3,미용료(파마),25000
8452,한보식당,1,한식,서울특별시 강남구 남부순환로 2921 (대치동),02-562-0276,3,김치찌개,5000
8452,한보식당,1,한식,서울특별시 강남구 남부순환로 2921 (대치동),02-562-0276,3,된장찌개,5000
8452,한보식당,1,한식,서울특별시 강남구 남부순환로 2921 (대치동),02-562-0276,3,비빔밥,5000
8585,은주헤어뉴스,5,이 미용업,서울특별시 동대문구 답십리로51길 24 (답십리동),2213-6336,3,파마,10000
8584,현대이발관,5,이 미용업,서울특별시 동대문구 무학로37길 12 (용두동),0,3,커트,3000
8006,영미용실,5,이 미용업,서울특별시 은평구 진흥로 119 (대조동),02-352-6675,3,커트,10000
8006,영미용실,5,이 미용업,서울특별시 은평구 진흥로 119 (대조동),02-352-6675,3,파마,25000
8967,정하람남도팥칼국수,1,한식,서울특별시 송파구 삼전로 90 (삼전동),415-2334,3,칼국수,4000
8005,은혜김밥,1,한식,서울특별시 은평구 역말로9길 41 (대조동),02-359-0262,3,된장찌개,4500
8356,일억조분식,1,한식,서울특별시 구로구 가마산로26길 11 (구로동),02-869-8454,3,냉면(물),3500
8356,일억조분식,1,한식,서울특별시 구로구 가마산로26길 11 (구로동),02-869-8454,3,조리라면,2000
8608,에덴미용실,5,이 미용업,서울특별시 마포구 망원로3길 13 (망원동),333-1346,3,파마,25000
8608,에덴미용실,5,이 미용업,서울특별시 마포구 망원로3길 13 (망원동),333-1346,3,커트,10000
8459,오복냉면,1,한식,서울특별시 강남구 선릉로76길 21 (대치동),02-501-6288,3,냉면,7000
8469,미러칼국수,1,한식,서울특별시 강남구 삼성로 212 (대치동 은마아파트),02-501-8748,3,칼국수,6000
8459,오복냉면,1,한식,서울특별시 강남구 선릉로76길 21 (대치동),02-501-6288,3,돼지왕갈비(250g),10900
8459,오복냉면,1,한식,서울특별시 강남구 선릉로76길 21 (대치동),02-501-6288,3,매운갈비찜,11000
8177,만리향,2,중식,서울특별시 관악구 은천로41길 20 (봉천동),885-5077,3,자장면,4000
8458,보리수,1,한식,서울특별시 강남구 삼성로82길 25 (대치동),02-564-7419,3,된장지개,5000
8458,보리수,1,한식,서울특별시 강남구 삼성로82길 25 (대치동),02-564-7419,3,요일백반,6000
8460,두꺼비,1,한식,서울특별시 강남구 역삼로 421 (대치동),02-445-8742,3,된장찌개,5000
8460,두꺼비,1,한식,서울특별시 강남구 역삼로 421 (대치동),02-445-8742,3,선짓국,5000
8460,두꺼비,1,한식,서울특별시 강남구 역삼로 421 (대치동),02-445-8742,3,소고기김치찌개,5000
8730,토종집,1,한식,서울특별시 강북구 인수봉로19나길 32 (수유동 삼안빌라),981-3104,3,황기백숙(4인분),38000
8458,보리수,1,한식,서울특별시 강남구 삼성로82길 25 (대치동),02-564-7419,3,미역국,5000
8090,알뜰정육식당,1,한식,서울특별시 도봉구 도봉로169나길 71 (도봉동),3491-6898,3,삼겹살(국내산200g),11000
8681,흑돈연가,1,한식,서울특별시 용산구 한강대로76길 11-2 (남영동),797-8060,3,냉면,5000
8681,흑돈연가,1,한식,서울특별시 용산구 한강대로76길 11-2 (남영동),797-8060,3,순두부찌개,5000
8086,미락칼국수,1,한식,서울특별시 도봉구 도봉로110아길 6 (창동),02-908-7017,3,김치찌개,5000
